Pretrain epoch [4/3], ZINB loss:0.4324, NB loss:43.0955, latent MSE loss:0.25658408, KL loss:0.00281267
Pretrain epoch [5/3], ZINB loss:0.4280, NB loss:40.6746, latent MSE loss:0.24810472, KL loss:0.00267683
Pretrain epoch [6/3], ZINB loss:0.4468, NB loss:37.9799, latent MSE loss:0.26044074, KL loss:0.00276388
Pretrain epoch [7/3], ZINB loss:0.4318, NB loss:40.5111, latent MSE loss:0.25692385, KL loss:0.00265385
Pretrain epoch [8/3], ZINB loss:0.4063, NB loss:38.6682, latent MSE loss:0.25503501, KL loss:0.00246931
Pretrain epoch [9/3], ZINB loss:0.4377, NB loss:40.0439, latent MSE loss:0.25225046, KL loss:0.00271177
Pretrain epoch [10/3], ZINB loss:0.4090, NB loss:36.7695, latent MSE loss:0.24859063, KL loss:0.00278320
Pretrain epoch [11/3], ZINB loss:0.4128, NB loss:36.3143, latent MSE loss:0.24954060, KL loss:0.00265211
Pretrain epoch [12/3], ZINB loss:0.4207, NB loss:37.8467, latent MSE loss:0.25240055, KL loss:0.00263145
Pretrain epoch [13/3], ZINB loss:0.4304, NB loss:36.4945, latent MSE loss:0.25878522, KL loss:0.00299507
Pretrain epoch [14/3], ZINB loss:0.4504, NB loss:36.5932, latent MSE loss:0.25243196, KL loss:0.00275337
Pretrain epoch [15/3], ZINB loss:0.4222, NB loss:34.1636, latent MSE loss:0.24336521, KL loss:0.00271832
Pretrain epoch [16/3], ZINB loss:0.4446, NB loss:35.5894, latent MSE loss:0.24487130, KL loss:0.00275597
Pretrain epoch [17/3], ZINB loss:0.4055, NB loss:33.2260, latent MSE loss:0.24885559, KL loss:0.00280121
Pretrain epoch [18/3], ZINB loss:0.4348, NB loss:33.0100, latent MSE loss:0.24232005, KL loss:0.00266183
Pretrain epoch [19/3], ZINB loss:0.4182, NB loss:34.5074, latent MSE loss:0.24197297, KL loss:0.00265663
Pretrain epoch [20/3], ZINB loss:0.4192, NB loss:32.0222, latent MSE loss:0.24564829, KL loss:0.00279213
Pretrain epoch [21/3], ZINB loss:0.4261, NB loss:32.9598, latent MSE loss:0.25481230, KL loss:0.00297131
Pretrain epoch [22/3], ZINB loss:0.4458, NB loss:31.4113, latent MSE loss:0.23970154, KL loss:0.00274993
Pretrain epoch [23/3], ZINB loss:0.4158, NB loss:31.3036, latent MSE loss:0.24538067, KL loss:0.00283942
Pretrain epoch [24/3], ZINB loss:0.4092, NB loss:31.6215, latent MSE loss:0.25419101, KL loss:0.00282028
Pretrain epoch [25/3], ZINB loss:0.4279, NB loss:30.5378, latent MSE loss:0.25246865, KL loss:0.00310609
Pretrain epoch [26/3], ZINB loss:0.4226, NB loss:30.9948, latent MSE loss:0.23916391, KL loss:0.00282664
Pretrain epoch [27/3], ZINB loss:0.4507, NB loss:36.0034, latent MSE loss:0.26695526, KL loss:0.00000387
Pretrain epoch [1/4], ZINB loss:0.4210, NB loss:29.2623, latent MSE loss:0.23930971, KL loss:0.00277101
Pretrain epoch [2/4], ZINB loss:0.4362, NB loss:28.2356, latent MSE loss:0.24316506, KL loss:0.00289097
Pretrain epoch [3/4], ZINB loss:0.4164, NB loss:27.1283, latent MSE loss:0.24079831, KL loss:0.00284438
Pretrain epoch [4/4], ZINB loss:0.4153, NB loss:28.9071, latent MSE loss:0.24610563, KL loss:0.00301465
Pretrain epoch [5/4], ZINB loss:0.4185, NB loss:26.6234, latent MSE loss:0.25133294, KL loss:0.00304813
Pretrain epoch [6/4], ZINB loss:0.4254, NB loss:27.0234, latent MSE loss:0.25758988, KL loss:0.00323013
Pretrain epoch [7/4], ZINB loss:0.4060, NB loss:25.9657, latent MSE loss:0.25657806, KL loss:0.00312909
Pretrain epoch [8/4], ZINB loss:0.4144, NB loss:25.8907, latent MSE loss:0.25440568, KL loss:0.00296802
Pretrain epoch [9/4], ZINB loss:0.4084, NB loss:25.4987, latent MSE loss:0.26207849, KL loss:0.00340365
Pretrain epoch [10/4], ZINB loss:0.4175, NB loss:25.3675, latent MSE loss:0.25087050, KL loss:0.00310659
Pretrain epoch [11/4], ZINB loss:0.4343, NB loss:25.8946, latent MSE loss:0.25882930, KL loss:0.00332745
Pretrain epoch [12/4], ZINB loss:0.4124, NB loss:25.3772, latent MSE loss:0.26957378, KL loss:0.00337177
Pretrain epoch [13/4], ZINB loss:0.4317, NB loss:24.9820, latent MSE loss:0.26637647, KL loss:0.00341965
Pretrain epoch [14/4], ZINB loss:0.4053, NB loss:24.0578, latent MSE loss:0.28202984, KL loss:0.00364016
Pretrain epoch [15/4], ZINB loss:0.4406, NB loss:25.3954, latent MSE loss:0.27307135, KL loss:0.00342029
Pretrain epoch [16/4], ZINB loss:0.4134, NB loss:23.5383, latent MSE loss:0.27152452, KL loss:0.00349702
Pretrain epoch [17/4], ZINB loss:0.3922, NB loss:23.4706, latent MSE loss:0.27011105, KL loss:0.00336758
